project_name,num_features,reduction_percentage,feature_names
RandomForest_12_features_reduced_by_40_percent1,12,40,"emp.var.rate, day_of_week, education, y, euribor3m, previous, contact, marital, cons.price.idx, nr.employed, pdays, poutcome"
RandomForest_12_features_reduced_by_60_percent1,12,60,"emp.var.rate, day_of_week, education, y, euribor3m, previous, contact, marital, cons.price.idx, nr.employed, pdays, poutcome"
RandomForest_12_features_reduced_by_80_percent1,12,80,"emp.var.rate, day_of_week, education, y, euribor3m, previous, contact, marital, cons.price.idx, nr.employed, pdays, poutcome"
RandomForest_11_features_reduced_by_0_percent1,11,0,"month, cons.conf.idx, day_of_week, job, housing, poutcome, emp.var.rate, contact, euribor3m, cons.price.idx, age"
RandomForest_11_features_reduced_by_20_percent1,11,20,"month, cons.conf.idx, day_of_week, job, housing, poutcome, emp.var.rate, contact, euribor3m, cons.price.idx, age"
RandomForest_11_features_reduced_by_40_percent1,11,40,"month, cons.conf.idx, day_of_week, job, housing, poutcome, emp.var.rate, contact, euribor3m, cons.price.idx, age"
RandomForest_11_features_reduced_by_60_percent1,11,60,"month, cons.conf.idx, day_of_week, job, housing, poutcome, emp.var.rate, contact, euribor3m, cons.price.idx, age"
RandomForest_11_features_reduced_by_80_percent1,11,80,"month, cons.conf.idx, day_of_week, job, housing, poutcome, emp.var.rate, contact, euribor3m, cons.price.idx, age"
RandomForest_10_features_reduced_by_0_percent1,10,0,"poutcome, default, loan, marital, day_of_week, age, housing, cons.conf.idx, month, pdays"
RandomForest_10_features_reduced_by_20_percent1,10,20,"poutcome, default, loan, marital, day_of_week, age, housing, cons.conf.idx, month, pdays"
RandomForest_10_features_reduced_by_40_percent1,10,40,"poutcome, default, loan, marital, day_of_week, age, housing, cons.conf.idx, month, pdays"
RandomForest_10_features_reduced_by_60_percent1,10,60,"poutcome, default, loan, marital, day_of_week, age, housing, cons.conf.idx, month, pdays"
RandomForest_10_features_reduced_by_80_percent1,10,80,"poutcome, default, loan, marital, day_of_week, age, housing, cons.conf.idx, month, pdays"
RandomForest_9_features_reduced_by_0_percent1,9,0,"age, emp.var.rate, poutcome, cons.price.idx, contact, day_of_week, default, job, cons.conf.idx"
RandomForest_9_features_reduced_by_20_percent1,9,20,"age, emp.var.rate, poutcome, cons.price.idx, contact, day_of_week, default, job, cons.conf.idx"
RandomForest_9_features_reduced_by_40_percent1,9,40,"age, emp.var.rate, poutcome, cons.price.idx, contact, day_of_week, default, job, cons.conf.idx"
RandomForest_9_features_reduced_by_60_percent1,9,60,"age, emp.var.rate, poutcome, cons.price.idx, contact, day_of_week, default, job, cons.conf.idx"
RandomForest_9_features_reduced_by_80_percent1,9,80,"age, emp.var.rate, poutcome, cons.price.idx, contact, day_of_week, default, job, cons.conf.idx"
RandomForest_8_features_reduced_by_0_percent1,8,0,"emp.var.rate, cons.conf.idx, month, marital, day_of_week, housing, contact, job"
RandomForest_8_features_reduced_by_20_percent1,8,20,"emp.var.rate, cons.conf.idx, month, marital, day_of_week, housing, contact, job"
RandomForest_8_features_reduced_by_40_percent1,8,40,"emp.var.rate, cons.conf.idx, month, marital, day_of_week, housing, contact, job"
RandomForest_8_features_reduced_by_60_percent1,8,60,"emp.var.rate, cons.conf.idx, month, marital, day_of_week, housing, contact, job"
RandomForest_8_features_reduced_by_80_percent1,8,80,"emp.var.rate, cons.conf.idx, month, marital, day_of_week, housing, contact, job"
RandomForest_7_features_reduced_by_0_percent1,7,0,"day_of_week, housing, marital, age, month, pdays, euribor3m"
RandomForest_7_features_reduced_by_20_percent1,7,20,"day_of_week, housing, marital, age, month, pdays, euribor3m"
RandomForest_7_features_reduced_by_40_percent1,7,40,"day_of_week, housing, marital, age, month, pdays, euribor3m"
RandomForest_7_features_reduced_by_60_percent1,7,60,"day_of_week, housing, marital, age, month, pdays, euribor3m"
RandomForest_7_features_reduced_by_80_percent1,7,80,"day_of_week, housing, marital, age, month, pdays, euribor3m"
RandomForest_6_features_reduced_by_0_percent1,6,0,"job, contact, euribor3m, cons.price.idx, nr.employed, education"
RandomForest_6_features_reduced_by_20_percent1,6,20,"job, contact, euribor3m, cons.price.idx, nr.employed, education"
RandomForest_6_features_reduced_by_40_percent1,6,40,"job, contact, euribor3m, cons.price.idx, nr.employed, education"
RandomForest_6_features_reduced_by_60_percent1,6,60,"job, contact, euribor3m, cons.price.idx, nr.employed, education"
RandomForest_6_features_reduced_by_80_percent1,6,80,"job, contact, euribor3m, cons.price.idx, nr.employed, education"
RandomForest_5_features_reduced_by_0_percent1,5,0,"day_of_week, marital, poutcome, default, contact"
RandomForest_5_features_reduced_by_20_percent1,5,20,"day_of_week, marital, poutcome, default, contact"
RandomForest_5_features_reduced_by_40_percent1,5,40,"day_of_week, marital, poutcome, default, contact"
RandomForest_5_features_reduced_by_60_percent1,5,60,"day_of_week, marital, poutcome, default, contact"
RandomForest_5_features_reduced_by_80_percent1,5,80,"day_of_week, marital, poutcome, default, contact"
RandomForest_4_features_reduced_by_0_percent1,4,0,"day_of_week, job, pdays, contact"
RandomForest_4_features_reduced_by_20_percent1,4,20,"day_of_week, job, pdays, contact"
RandomForest_4_features_reduced_by_40_percent1,4,40,"day_of_week, job, pdays, contact"
RandomForest_4_features_reduced_by_60_percent1,4,60,"day_of_week, job, pdays, contact"
RandomForest_4_features_reduced_by_80_percent1,4,80,"day_of_week, job, pdays, contact"
RandomForest_3_features_reduced_by_0_percent1,3,0,"cons.price.idx, y, poutcome"
RandomForest_3_features_reduced_by_20_percent1,3,20,"cons.price.idx, y, poutcome"
RandomForest_3_features_reduced_by_40_percent1,3,40,"cons.price.idx, y, poutcome"
RandomForest_3_features_reduced_by_60_percent1,3,60,"cons.price.idx, y, poutcome"
RandomForest_3_features_reduced_by_80_percent1,3,80,"cons.price.idx, y, poutcome"
RandomForest_2_features_reduced_by_0_percent1,2,0,"previous, default"
RandomForest_2_features_reduced_by_20_percent1,2,20,"previous, default"
RandomForest_2_features_reduced_by_40_percent1,2,40,"previous, default"
RandomForest_2_features_reduced_by_60_percent1,2,60,"previous, default"
RandomForest_2_features_reduced_by_80_percent1,2,80,"previous, default"
RandomForest_1_features_reduced_by_0_percent1,1,0,housing
RandomForest_1_features_reduced_by_20_percent1,1,20,housing
RandomForest_1_features_reduced_by_40_percent1,1,40,housing
RandomForest_1_features_reduced_by_60_percent1,1,60,housing
RandomForest_1_features_reduced_by_80_percent1,1,80,housing
RandomForest_19_features_reduced_by_0_percent2,19,0,"housing, y, loan, marital, cons.price.idx, age, poutcome, euribor3m, month, cons.conf.idx, day_of_week, contact, default, previous, pdays, emp.var.rate, education, job, nr.employed"
RandomForest_19_features_reduced_by_20_percent2,19,20,"housing, y, loan, marital, cons.price.idx, age, poutcome, euribor3m, month, cons.conf.idx, day_of_week, contact, default, previous, pdays, emp.var.rate, education, job, nr.employed"
RandomForest_19_features_reduced_by_40_percent2,19,40,"housing, y, loan, marital, cons.price.idx, age, poutcome, euribor3m, month, cons.conf.idx, day_of_week, contact, default, previous, pdays, emp.var.rate, education, job, nr.employed"
RandomForest_19_features_reduced_by_60_percent2,19,60,"housing, y, loan, marital, cons.price.idx, age, poutcome, euribor3m, month, cons.conf.idx, day_of_week, contact, default, previous, pdays, emp.var.rate, education, job, nr.employed"
RandomForest_19_features_reduced_by_80_percent2,19,80,"housing, y, loan, marital, cons.price.idx, age, poutcome, euribor3m, month, cons.conf.idx, day_of_week, contact, default, previous, pdays, emp.var.rate, education, job, nr.employed"
